[3L, 0.0, 0.09043134195274186, 0.0, 0.015267175572519083, 0.9710948233561469]
[1L, 0.0, 0.04344480628961846, 0.009259259259259259, 0.03816793893129771, 0.9366684319097517]
[3L, 0.22380952380952462, 0.06115454429654154, 0.009259259259259259, 0.05343511450381679, 0.9761651313885452]
[6L, 0.04209347886929761, 0.05679129359631019, 0.046296296296296294, 0.19083969465648856, 0.9909116172795797]
[2L, 0.0, 0.03877352129490096, 0.0, 0.03816793893129771, 0.9453074749409387]
[5L, 0.04187082405345222, 0.042734287419310964, 0.018518518518518517, 0.0916030534351145, 0.9946078922592818]
[0L, 0.0, 0.08412094715001252, 0.037037037037037035, 0.061068702290076333, 0.9617565356820698]
[5L, 0.0, 0.0430409600803595, 0.018518518518518517, 0.04580152671755725, 0.9769075873123991]
[2L, 0.09249692496924981, 0.088792849586989, 0.06481481481481481, 0.04580152671755725, 0.9542454312517307]
[0L, 0.3704433497536957, 0.14948970963852504, 0.0, 0.022900763358778626, 0.9412524583923921]
[3L, 0.0, 0.045488889410329185, 0.027777777777777776, 0.015267175572519083, 0.9425219812154049]
[0L, 0.0, 0.04430277932261196, 0.018518518518518517, 0.10687022900763359, 0.9601608866345357]
[1L, 0.0, 0.005763860348735987, 0.09259259259259259, 0.08396946564885496, 0.9836183659992855]
[17L, 0.29210185584808, 0.12240585057122046, 0.10185185185185185, 0.1297709923664122, 0.9280479118212582]
[2L, 0.2861733615221992, 0.13354189072133266, 0.05555555555555555, 0.11450381679389313, 0.9428403104075515]
[6L, 0.1638344226579527, 0.05940048779208511, 0.05555555555555555, 0.007633587786259542, 0.931449645202483]
[2L, 0.027060093558834156, 0.1472519278320928, 0.05555555555555555, 0.22900763358778625, 0.9909582801167028]
[0L, 0.14774066797642502, 0.17317136833475386, 0.027777777777777776, 0.17557251908396945, 0.976936037393362]
[2L, 0.4867313915857614, 0.30631219457297504, 0.0, 0.022900763358778626, 0.8282535626956623]
[1L, 0.0, 0.12809081244212767, 0.0, 0.007633587786259542, 0.810677076729395]
[2L, 0.25869277586663203, 0.3957769530727867, 0.32407407407407407, 0.3053435114503817, 0.95265841349131]
[8L, 0.4104803493449788, 0.20274429715349243, 0.037037037037037035, 0.015267175572519083, 0.9429389945932314]
[4L, 0.0, 0.28971113949601857, 0.0, 0.022900763358778626, 0.9035411362275689]
[0L, 0.03517305893358289, 0.05697801329320155, 0.07407407407407407, 0.2366412213740458, 0.9759777161307625]
[2L, 0.0, 0.16054156791890584, 0.0, 0.0, 0.8117188562445091]
[4L, 0.0, 0.3692417754460911, 0.018518518518518517, 0.007633587786259542, 0.6290296090521823]
[1L, 0.0, 0.06137302786114017, 0.009259259259259259, 0.04580152671755725, 0.9498355185748523]
[3L, 0.0964102564102565, 0.09305874687060597, 0.027777777777777776, 0.03816793893129771, 0.963964304223278]
[5L, 0.0, 0.04758075629230338, 0.037037037037037035, 0.007633587786259542, 0.9439373395407649]
[0L, 0.0, 0.17860216280106606, 0.009259259259259259, 0.007633587786259542, 0.8050127873981472]
[2L, 0.2966469428007899, 0.23049223488195977, 0.046296296296296294, 0.05343511450381679, 0.9369633801568135]
[2L, 0.0, 0.2167300853300704, 0.009259259259259259, 0.04580152671755725, 0.961192176505654]
[7L, 0.0, 0.03016333957038364, 0.0, 0.06870229007633588, 0.9323464463421053]
[1L, 0.0, 0.07291077133465315, 0.018518518518518517, 0.2366412213740458, 0.9220020075851932]
[2L, 0.0, 0.1404742402720609, 0.018518518518518517, 0.015267175572519083, 0.9363967948698948]
[8L, 0.0, 0.11996743491829642, 0.018518518518518517, 0.06870229007633588, 0.9591538259461404]
[1L, 0.0, 0.057432917475838195, 0.0, 0.015267175572519083, 0.8646276510010534]
[2L, 0.12470978441127718, 0.09671881342285445, 0.12037037037037036, 0.05343511450381679, 0.9239018711622284]
[4L, 0.07213429256594742, 0.05873236319548911, 0.06481481481481481, 0.07633587786259542, 0.9662903405797927]
[0L, 0.3146443514644357, 0.19375761317870335, 0.0, 0.022900763358778626, 0.8995924427191663]
[2L, 0.0, 0.024558547226291364, 0.027777777777777776, 0.061068702290076333, 0.9958357603027819]
[1L, 0.0698884758364314, 0.03367353534416034, 0.027777777777777776, 0.04580152671755725, 0.9462988741386413]
[10L, 0.09597957881301863, 0.10305193979368837, 0.046296296296296294, 0.10687022900763359, 0.9549595862967728]
[3L, 0.0836484983314795, 0.042673362238817805, 0.009259259259259259, 0.07633587786259542, 0.9545922845651512]
[0L, 0.2357366771159877, 0.14214756602568485, 0.009259259259259259, 0.0, 0.9259805891189643]
[6L, 0.0, 0.07526290525440174, 0.08333333333333333, 0.07633587786259542, 0.9102621026129453]
[2L, 0.0, 0.05188070488302796, 0.046296296296296294, 0.022900763358778626, 0.8939824188408875]
[5L, 0.0, 0.05442879348363068, 0.0, 0.07633587786259542, 0.9706036973206236]
[8L, 0.18894472361809075, 0.08408067981458779, 0.037037037037037035, 0.015267175572519083, 0.9703745357630673]
[2L, 0.0, 0.11054203940816909, 0.0, 0.061068702290076333, 0.9437434469859043]
[3L, 0.2285714285714291, 0.13746109137919116, 0.0, 0.007633587786259542, 0.7895942345737156]
